y1,y2,x1,x2,c1,c2
24.818081,43.563572,3.9189637,3.4196191,3.0372674,-3.8134468
43.617352,43.157745,1.8264555,6.707118,.63198924,-5.2792115
22.138172,42.770123,4.8377619,5.0304637,3.7859821,-4.7934232
-2.7940497,53.992481,-1.1002098,9.018856,2.5071385,1.3286824
5.2071905,36.869102,-.62449574,2.8254409,2.7644083,-5.6807466
37.634136,52.705563,1.5532246,5.5516219,3.6773016,-5.5937543
15.319709,47.631134,.8798548,5.0753403,4.4711914,-.22170734
21.368193,52.871048,.63208425,8.6211519,3.1842642,-7.3839731
21.94927,50.388592,.82753098,10.855306,1.856515,-3.6771691
33.180336,43.225033,1.1835771,3.6664214,3.1226802,1.4394069
29.233074,47.78334,1.6086487,4.5334864,4.5503664,2.7124233
23.373829,53.114712,1.7499859,5.4637747,4.6273613,-3.0849595
14.0767,33.188148,.60821301,3.0738106,2.929225,-.57310534
41.884274,44.653652,3.1068902,7.1722178,1.0760087,-7.5315189
26.344748,49.983303,.28675348,10.637074,.4411037,-2.6579678
25.595497,67.585083,1.621989,12.783929,3.988992,-2.915451
28.076902,60.523823,.65874672,10.686951,3.2602487,-1.5606178
10.895623,62.398972,-.094705462,9.6947994,3.7646368,-7.6893635
3.6038134,45.778252,-.45221889,6.8005452,2.7760937,-.70976532
29.26438,54.263863,2.3361738,6.3548193,4.7347031,-2.0806789
8.1065531,49.936806,-.18220574,6.37287,4.0528445,2.6051757
48.631897,50.481445,3.6931987,7.4097142,3.3878353,-4.4900427
52.503639,55.953236,2.7917762,5.4853926,3.5741532,-7.3941593
53.159897,53.291695,2.711648,5.0852685,3.6505902,-2.393765
27.668486,55.802139,3.6754911,3.5276666,5.4245968,1.7240522
38.696785,57.470718,1.4053639,4.7620411,2.5385652,-.15477192
4.1858053,61.062393,-.76433325,10.114817,3.0999539,-7.4123402
1.6755311,49.689545,-.64682692,4.5037489,3.7427402,-2.4442027
35.405674,,1.6352323,-2.407052,1.673048,1.0992187
44.046272,66.112404,2.1756129,11.736976,2.7033179,-4.2623286
29.916084,64.272652,1.5267584,10.363481,4.1124792,-4.1366196
36.146938,59.458847,2.5757251,8.1608038,4.9511476,-4.920434
27.661411,44.922657,2.9482064,8.5322618,1.6928189,-2.2238417
33.133213,59.816837,1.7553347,9.6252079,3.3916497,-7.8271465
49.34655,61.531731,1.9022119,7.7084317,2.5857048,-7.3480692
9.3446188,54.759171,3.7547581,15.473181,1.9138492,-8.2920513
23.791605,51.849232,2.1868591,6.3764377,3.7605462,-5.4515762
39.155609,53.340248,1.7352085,4.7816391,3.4923446,-5.9865713
56.200489,39.722301,4.9018879,4.0162201,2.3204095,-5.7343683
48.368164,45.23061,2.5191085,5.5402727,2.5564442,-5.840045
-23.750179,53.029972,-1.7755364,6.8154068,3.3309164,-9.8750248
15.182165,52.327881,.56799793,9.4727964,3.9796164,-6.2063189
28.028006,54.862976,1.7609426,6.3985758,3.2967982,-3.6416113
53.732761,67.937836,3.6391525,11.320544,3.3820148,-13.111353
37.133488,56.541126,3.4419761,8.8434553,3.8537958,-2.7172501
40.420536,39.514362,1.4163632,2.318388,3.1901588,2.5755169
21.557777,38.536221,4.7498574,4.4904218,2.4710274,-5.7032857
28.117489,60.00621,1.2303185,14.154413,3.4070506,-2.2044115
36.685955,43.527699,2.2796464,2.2318654,3.3025761,-.96878839
38.404552,35.308704,3.0863929,3.071733,2.6536286,.1040802
34.741302,56.583771,2.137434,13.514957,3.2112038,-6.5535021
17.061882,48.943851,.72164404,8.8928089,2.3009958,-3.5313683
1.2553719,68.527061,-.84215504,11.927878,3.4783096,-4.8638511
21.365732,60.201286,.59710526,5.992383,4.2172928,-.2477988
20.41139,53.829235,1.0046535,11.348836,3.3263061,-6.2993422
31.061657,18.226292,1.8056427,1.4864912,2.0794539,-.2228539
50.282188,53.28574,1.9007025,3.919549,2.1005852,-.68696797
61.007019,50.806641,3.166786,6.0641284,1.9834099,-3.9793952
23.533388,46.97168,2.9453697,8.9241495,2.9392226,-3.4177763
50.090397,33.324177,3.0699501,2.0495405,4.5956578,.062363267
22.940718,55.737591,3.5731153,11.647476,2.6121411,-6.8688011
11.530109,61.787155,5.1707416,10.591005,4.0157986,-8.5217819
31.206392,51.765675,1.6134676,8.5365677,2.4363389,-5.3420224
56.271969,75.233101,2.794467,8.4873705,4.3119888,-11.088052
35.02813,52.278088,2.4794061,5.6133242,3.7664554,-.41321135
38.051254,62.661037,2.3964338,7.4493957,5.0845323,-2.7520509
26.36912,58.258472,.37612289,5.31635,3.2474451,-1.8674417
47.142349,51.771286,3.049345,9.7093916,3.4808359,-8.5121746
6.1444488,63.29501,-.4122892,19.194378,4.4099698,-5.0272527
-6.7239299,68.00692,-1.1440507,11.213315,3.8842888,-6.2885256
42.912483,62.225475,1.8362617,6.4339681,3.4365182,-7.7487206
6.8168249,70.022591,-.67161447,12.143681,3.1840053,-8.2105255
31.021975,64.271561,1.2777544,9.8758869,3.197077,-2.1712151
40.403049,58.842766,2.7607517,12.898577,3.904238,-1.2453792
64.655426,48.686901,3.5328095,4.9311666,2.0040464,-2.966584
33.153648,48.339943,3.1811042,8.4628181,2.7524233,-2.7435281
17.480656,45.603924,.46526664,5.1207027,3.430599,-.73640573
2.7553966,64.979965,-.53254497,13.727686,4.3633513,-5.0701189
25.568649,62.637165,.59631979,11.080406,3.6951776,-7.1431847
54.729488,38.312675,2.8692698,2.2988882,3.4538898,-4.6380091
4.3496227,51.191029,-.3086794,13.439054,2.3059716,-4.9780655
-3.3319988,45.16325,-1.0153977,7.1612544,1.4019325,-.43966866
36.523037,62.644524,1.7769792,10.114144,2.9667351,.65109348
53.665272,50.342281,3.3936837,6.7761412,4.1541405,1.1474212
32.812244,57.051132,2.4103878,15.690792,2.4312901,-5.5978355
19.445169,57.672447,-.037128448,7.2483377,2.7481518,-.88080907
40.393311,74.032021,3.2144074,10.791528,3.5037611,-3.8537042
49.077377,53.248238,4.9664345,5.6030464,2.9821858,.088148594
-7.8923779,52.603474,-1.1979681,6.0940323,2.567584,-6.2072172
23.573111,44.720867,1.1048671,8.7200575,1.7151321,-6.3965464
27.733721,67.259972,.34253484,13.68087,2.5877461,-5.6116428
28.754471,62.334835,1.0046046,9.433671,4.462904,-5.9823709
29.908688,62.84901,.75661719,10.106945,3.5307388,-6.8726916
39.247246,53.422363,3.5595951,10.737017,2.8665698,-8.3705435
30.261372,60.188866,1.1497728,13.01293,2.1990449,-.018030763
34.609043,69.26976,1.8774629,9.8251925,4.8497748,-2.4640651
37.634701,64.788742,3.7939527,15.72032,3.3509216,-6.05826
21.858421,35.118824,1.2468054,4.0014544,2.6737361,-6.7485204
19.756897,54.654457,.28991795,8.4306765,2.6869502,-4.9472194
29.475571,30.50354,2.0977399,4.2399883,1.323388,-1.9961247
30.820904,43.002151,2.2562065,6.3227606,2.7293274,-8.6690979
39.584717,48.14333,1.5252861,6.1266775,2.7919905,-2.2648215
19.27672,42.47266,.51975858,4.2205548,2.6445549,4.7899551
27.609468,52.315159,1.3597444,11.648994,2.6384578,-6.6066623
27.696306,65.161888,.75122368,15.280803,2.860302,-1.2063851
23.297878,56.043964,1.3032364,6.2877951,4.6574469,.31922877
35.207951,62.798569,3.2611353,10.859459,2.5574465,-7.3401041
35.473896,58.218174,2.1785288,6.5988579,3.2916734,-3.2285531
52.628658,54.482021,2.0954571,10.03388,2.2588115,-6.6483746
38.965752,73.430321,2.6608143,13.049299,4.4201269,-5.0447907
50.302048,44.49416,3.0950541,6.6569877,.50011468,-2.2779527
37.899338,55.004475,2.1969144,10.868295,2.0831447,-6.4608955
24.431395,52.090397,1.6152732,6.4109197,3.3911843,-6.5987787
20.12072,34.53616,1.6157727,4.8278461,3.051975,1.3029107
.74337876,43.200058,-.75824785,10.913691,.40400457,-6.4228892
22.358902,37.122017,.46472234,2.2411103,3.2403622,1.1670693
29.334312,53.480846,1.4047787,9.4287796,3.4947207,-6.2381377
10.198895,49.206715,.41009218,6.4481325,4.1145096,-3.5212059
29.693417,44.339695,3.7892685,8.5801506,1.5183344,-8.423358
37.179131,41.75177,4.4909911,5.418489,2.783536,-5.4371452
-.011657707,51.843464,-.53373533,8.6197977,3.6805243,-4.9233379
33.95018,53.957127,2.3914907,11.458652,1.729674,.37231648
16.533718,51.835735,1.7284288,9.7341309,4.5545492,-6.0071349
30.670527,49.615356,2.1694551,8.7669964,4.7444038,-3.2053783
31.309338,71.331093,1.645462,12.426747,4.0555105,-6.6304426
33.634201,34.958473,1.3113663,2.797946,2.7738538,-5.5886993
17.996761,49.398804,.36486226,9.6452551,2.2949309,-2.144021
44.297752,48.859352,2.6405745,3.8271837,4.3853989,-3.4825432
35.711529,43.42247,3.3056788,5.4523306,2.5934649,-6.4185343
28.000748,46.309605,1.939932,10.324903,1.3101422,-9.0131969
44.422424,47.756035,2.4602451,6.5077047,2.9348552,1.3230383
53.501202,60.544968,3.0323408,7.7650795,4.0823436,-2.0084479
37.352375,59.535755,.93279314,12.57097,2.1594501,-2.529613
23.793797,55.531059,1.7277529,10.649387,3.2803817,-2.2467046
38.631592,20.775461,3.2456379,1.0100565,3.057055,-4.9622207
14.196188,48.177967,-.14449656,5.9113207,2.4454496,-7.2035522
42.02755,71.645943,3.3375201,9.946599,4.4897847,-2.4854264
21.761208,42.11385,.71985209,4.8309498,3.1364419,-5.1499624
44.4062,32.362335,1.9431521,1.1316824,4.2555294,.78566921
2.2427454,48.72921,-.46782345,10.733434,2.7732911,.93496454
31.778257,53.854328,1.2146856,9.5676613,2.7005861,-3.7116246
40.729568,53.769039,3.0178678,9.1274605,2.4969361,-1.3205755
36.934738,61.885117,4.3393312,11.644795,4.126205,-7.0570016
34.423328,68.904465,.89870375,16.760838,3.2177751,-6.3561764
37.238438,54.53809,2.2664576,10.045219,3.3703594,-5.7522917
28.500492,54.483227,.87567145,12.786644,2.2714725,-6.0679607
46.298729,38.101692,2.1777687,3.559629,1.6516464,-4.5338502
44.4688,55.232983,2.1682315,8.0933743,1.2711372,-5.7166023
-17.511848,62.685116,-1.6467961,13.402027,2.903904,-2.3852627
34.426414,49.344913,2.1639385,7.0618501,3.2947526,-2.1092036
26.579149,43.677666,.82884181,9.5142756,1.9041126,-11.187069
49.171097,66.595451,3.3390155,14.703386,3.3118782,-11.161213
24.725868,61.403759,1.2933627,15.131704,3.7351117,-1.8180634
14.974104,49.490829,.60835481,7.5801649,3.2077706,-5.1427536
37.671127,31.702663,4.2942305,1.5948157,2.4237139,-3.097887
38.022331,48.162926,1.5238712,4.1496139,4.0245423,-6.0615277
31.818241,53.342491,1.6769832,9.1030588,2.5413916,-5.176209
29.027454,67.025734,1.3246404,9.9343948,5.1869645,-4.9421034
24.204531,55.838581,.65789306,12.840941,2.6232433,-5.1444011
40.979515,61.664532,2.4423997,11.945767,2.364985,-8.2663126
14.61521,,4.5611048,-3.6702414,2.4223123,-3.1333332
16.597698,52.244385,2.4937582,10.104264,3.0434799,-6.2611074
-1.076777,66.014008,-.64712983,12.762628,4.0938926,-5.3745813
40.885044,43.621956,2.0034881,6.5048666,2.5286543,-3.5645127
23.423882,29.655865,1.4076437,3.9654484,1.0739955,-6.8533382
22.119514,53.317638,2.5915632,9.1843319,4.2310085,-6.5319252
6.3905377,53.358204,-.47719133,8.1287384,3.3653278,-.9284308
25.883366,26.62537,1.9152437,2.0608501,4.134552,-2.4352252
36.679993,46.144493,1.8148853,8.3399668,1.8154827,-7.7258258
49.567299,41.888363,5.6129856,5.0583515,3.1819305,-.073818207
49.085293,47.38258,1.7625473,6.0905848,1.4292673,-6.9322672
48.036243,59.082813,3.4032207,10.928479,2.6776657,-6.8093605
21.620182,,-.18053597,-.91114712,2.3469491,-4.0257158
37.228546,52.584309,1.9877551,5.4478397,2.451314,-6.1959047
55.155857,44.993435,4.2436314,6.3870087,2.0901759,-3.1383579
36.214466,48.57584,3.6711648,7.6937718,.96113086,-8.1243849
41.072887,43.314297,2.4591746,5.8808308,3.6185026,-6.752037
32.207508,41.024998,1.0611274,5.9521847,1.0911472,-5.7629504
30.765379,33.451088,1.7210085,2.9628296,3.7346067,-.10177147
37.742348,36.786877,3.6464648,3.4834838,1.4854921,-6.4479713
42.138718,61.519989,1.7695973,12.830473,4.5391288,-6.7975125
13.845573,53.441563,.10730547,7.3650427,3.1127443,.12587082
44.915276,65.433876,2.3708143,9.8495092,2.6370509,-5.1210227
44.909225,64.988632,2.0386808,13.809527,1.4258662,-4.1827836
28.18519,53.421711,2.6303101,9.3234482,3.5291665,-1.6830102
-5.9311471,57.723129,-1.3263962,9.6106529,3.9086668,-4.3056154
14.364757,43.853741,.31574082,5.5734549,2.9101043,-3.3084991
13.179104,37.203571,.089001536,6.0730619,1.8801318,-8.9535723
29.449848,56.386158,1.4601407,6.1127262,4.1558838,-.048297882
32.777145,43.075283,.96835744,3.3301907,2.9777153,2.2514682
26.198111,57.963142,2.9976649,10.472335,2.8567166,-2.2509184
14.119328,41.030563,.31939846,3.8344531,4.1673079,-.023815036
50.421043,41.208942,4.7616525,3.0443497,3.8534801,-2.2641425
55.318874,38.566513,4.3928833,7.2303829,1.786986,-1.5600412
47.200325,62.320076,3.3597369,7.0870686,3.4169588,-6.0538864
47.59256,30.319719,2.048362,1.3056459,2.4580903,-.19047356
36.107533,57.38377,1.3151766,13.549959,1.3863835,-7.5659347
21.163563,46.587593,.48385417,4.1887512,3.1079168,-6.6253624
60.38855,43.671818,3.3541937,6.0946865,1.7926116,-7.6200595
41.636379,63.103348,1.6147497,7.9306908,5.2067399,-.73503208
54.385818,36.515999,1.9806428,3.8282037,.52977586,-2.8666751
6.855823,62.209957,-.74771142,11.596493,2.3697169,-4.6208801
17.67935,68.719086,-.31163448,11.970911,4.1028929,-4.2825403
49.007484,54.025364,5.1938844,3.2848768,3.5546968,-4.6171808
44.336525,56.276119,2.1789334,10.87438,3.0405521,-2.9697163
49.282879,65.612366,2.7412341,10.130036,4.5564613,-5.5915241
29.152512,33.564644,.5524447,2.919632,.89816284,-5.0812111
28.408951,50.682819,.76031536,7.2586474,2.9988391,-6.7634807
40.91983,64.187454,3.1030052,10.005499,4.2755518,-2.7103515
2.2892931,,-.34111321,-.9736557,3.0614953,-1.7144005
21.246384,22.316553,.94564635,1.5628815,2.2309332,-2.6260896
34.443905,31.160158,2.7448559,2.9532127,2.7571404,-3.1531944
49.481018,65.566101,2.2463233,12.677107,3.7398527,-6.9029565
24.690664,60.767277,1.181547,15.230253,2.5865295,-5.3863101
47.586136,44.104893,4.8228316,7.11866,2.2709019,-2.3920026
48.116226,55.822227,2.8192654,6.4066238,3.3121221,.981915
19.132299,62.942551,-.089603364,13.28863,2.5331979,-.7865659
45.133945,32.687252,2.9178689,2.9533534,3.0176029,2.3289568
34.577461,54.480274,2.3469322,10.665698,3.6956565,.9767698
42.300735,58.893826,2.5868101,7.8005457,4.2601957,2.0921042
37.914356,58.868015,2.1245821,9.4068298,2.8373668,-3.5120094
19.930414,40.944592,1.1209474,8.0156832,2.6097448,-2.6431308
22.728703,53.173374,1.1950501,7.7114496,3.1523399,-1.9715238
61.418449,61.916672,3.7443593,5.6122217,3.2903383,-5.1834149
20.726839,37.063232,2.3566618,10.220194,1.8460082,-5.182559
26.686184,57.054268,1.0329171,9.9007893,3.7135637,-9.296526
44.516468,46.79739,2.2524042,6.9470134,1.8691753,-2.3950291
18.894617,49.48772,.87305272,8.0800266,2.7255888,-3.5159409
38.480927,68.201294,2.5499244,15.898771,2.8047991,-4.057241
63.707066,47.980824,2.9238448,4.4333425,3.2451406,-2.8726039
10.925635,47.489025,-.23317111,4.6520405,3.0606964,-1.4369659
25.513569,49.097408,1.0826533,9.8909636,2.0229125,-7.3935843
35.142857,48.018482,2.1413286,6.7952743,3.6771207,.96786523
33.548325,77.681244,1.2480493,14.540319,3.9458256,-8.1745558
-4.3183384,39.156876,-.89314723,3.4136138,3.0001154,-2.220196
29.252228,46.530754,1.3324254,4.3971853,2.8272049,-3.2077911
28.424913,-20.377836,1.8104749,.088341236,1.8692927,.82418609
54.615524,64.020531,2.7960765,7.4453378,3.4281819,-2.8188775
27.891758,50.751469,.79637885,7.3147669,3.0526786,-10.749965
45.313984,66.64032,2.4866054,12.493147,3.1846905,-6.9854641
31.507982,61.752197,1.3085606,7.8556952,4.7295995,-4.672153
46.889767,44.815804,2.8618994,4.9590483,2.3654389,1.4972099
43.882763,64.018898,2.5868216,7.107501,3.9165692,-1.5037886
31.250448,45.468491,.91932243,4.3580103,2.7681143,-6.3916588
33.285461,42.051804,1.7873166,5.4116154,3.1763268,1.4695195
21.802193,47.388149,.01957202,2.2512255,4.6600304,3.7005076
40.813587,56.689228,1.6396461,10.248373,2.9226105,-3.5411773
34.374931,37.23159,2.8266344,2.7552595,3.3673019,-3.0728097
44.014771,42.060471,2.6322939,4.0298853,2.2186794,-4.8366337
46.016834,36.66898,2.591465,3.2648273,1.6198258,-2.4438813
-1.5334986,66.816856,-.89956576,20.472567,2.6685061,-8.9227676
27.890743,51.689114,2.761852,13.657223,3.92781,-7.3920479
14.771727,34.411064,.90658623,3.9137921,4.1133204,-4.9203715
11.558559,50.187572,-.071365237,9.2926769,2.3969812,-5.5840063
33.32394,46.099602,1.8773142,8.5963316,1.3111165,-7.5680428
40.318092,55.547478,4.5654154,13.641091,3.6856883,-4.4216499
52.696533,58.283123,2.8982069,13.790081,3.7774885,-9.4906569
60.193363,9.4812593,4.5516095,.95338583,1.3960917,-5.933537
-.010227605,40.026634,-.39083099,6.1200571,3.1379993,-5.1702623
46.764626,44.563042,2.2517614,5.7727284,3.2430711,-3.6792881
52.182476,48.82761,4.5683403,6.0768452,2.14323,-8.0015793
32.511345,43.924507,3.0348728,3.39183,2.7246559,-7.1025052
7.127677,44.057926,4.9816566,3.9160366,3.8280687,.95730698
12.690501,38.077675,.23250258,3.4428515,3.1557934,-1.8827734
35.568607,59.481354,.90225744,5.6440306,3.2658746,-4.2065587
36.032902,58.683456,1.3197258,5.7237597,4.1223927,-2.5513418
17.933872,57.306904,.17252624,10.54108,3.2918453,-2.718513
23.967066,47.409294,1.2094495,13.648928,1.9087564,-2.0031934
26.960934,6.5707626,3.3973987,.28069115,4.7963648,-.36842167
36.782005,58.276173,2.4227228,8.5568619,3.4475191,-3.1743546
40.026688,57.078762,2.6771457,12.337341,1.6287636,-3.4892983
4.4368706,39.484188,-.48712051,5.8687563,1.7257522,-5.9901462
50.82061,48.519299,3.0244684,8.1630659,1.4733604,-7.7699342
-26.69507,61.268757,-2.8161695,10.276638,3.7063897,.71216202
34.016563,64.470596,1.8097014,12.168298,4.1639838,-2.8636999
34.128483,51.052864,1.1967956,10.725328,1.5599021,-4.8608532
40.186752,50.242397,1.6069384,8.8667831,2.5130582,-4.0050178
19.600916,47.069633,1.2059036,8.9093285,2.8824096,.5869844
10.518421,54.073639,-.10942435,8.6888218,4.0561934,-2.7921755
29.842365,45.052891,1.5380722,9.1005096,2.3774304,-2.1072733
56.909824,65.299431,2.7073646,15.170378,2.9696586,-8.7470894
32.51054,60.099617,2.6120553,9.4380779,3.1650059,-3.7360864
26.626543,56.60413,.92231703,9.4163361,3.4141436,-4.4048309
19.831352,40.98333,1.3081855,6.4357638,2.0729365,-3.7449675
-16.534018,58.78537,-1.859722,10.716417,2.8598201,-1.7796516
-19.737413,54.223686,-1.2027485,13.059879,3.8677578,-4.879652
51.906441,54.198475,4.1834831,7.4682975,2.1044765,-5.4415097
17.622463,62.575016,.47722447,6.7339702,5.7992921,-2.7617705
38.927105,44.836575,1.2399824,3.4525175,2.4611425,-6.8078065
13.234806,43.69442,.19152647,8.6354866,2.0142643,-2.3069921
23.237234,65.0839,.28547531,13.789361,3.3248196,-2.8639429
24.334055,57.998432,.64237183,8.9220476,3.6455195,-1.2090473
20.183941,,-.31819677,-.78760719,.58398438,-7.5835781
23.48616,23.36138,.67719012,1.2571001,1.9084212,.9033252
35.46003,53.147205,3.0471611,5.0695047,3.3382194,-2.3872137
53.191345,48.776424,2.8576896,4.4914608,2.1076288,-5.7827482
36.892296,60.785332,1.5040058,13.688239,1.8427581,-5.1048689
39.145802,47.613743,1.5651913,3.6785669,3.8951769,-6.98736
23.220289,51.791317,.71854007,6.6665134,2.8368256,-5.1962953
20.738161,55.712593,3.7793112,12.701832,3.8950844,-5.9006405
44.75132,58.207848,2.5568972,3.9272976,3.1392064,-.48746169
5.3109241,55.87085,-.40340143,10.897453,3.6478317,3.7836354
26.714128,68.071541,1.4905152,13.117734,4.5742292,-9.4127026
30.577566,61.007496,.42458808,12.805901,1.4036748,-7.0452352
28.792641,52.837486,2.3906744,8.376462,2.6648288,-8.7658319
32.446579,68.096359,.92427027,14.406582,3.5550814,-2.7626054
25.985151,31.540897,2.0382562,1.7375736,4.3412566,-.11706364
32.826672,64.720062,1.217082,10.535769,3.8671699,-8.8511467
31.326464,48.056316,2.6813643,7.4829755,4.0711126,-4.7366719
26.651649,53.557461,.75837457,12.247818,1.9764694,-9.5447283
28.845221,40.746777,1.26248,3.9787865,2.6170387,-5.2202129
10.565858,51.928558,.91193914,13.784649,4.8407712,-5.248908
30.505077,68.619926,1.6041502,15.147779,3.9456511,-3.721776
21.182835,44.542309,.87215638,5.6085491,2.9564052,-4.4211245
25.296886,53.475773,.63842487,7.6887393,2.7966456,2.6779909
45.456009,46.447639,1.8907138,4.3013172,1.4129536,-3.3546476
33.981079,46.722195,1.756624,5.9367843,2.4494176,-7.4116993
12.481317,43.981682,-.50082052,6.9831786,.44958425,.76332819
31.453079,56.015465,2.1997614,12.019011,2.9184623,-3.7552385
22.41819,49.495876,4.3609877,11.263369,1.9462285,-6.9172602
44.231209,60.633175,2.2612696,10.691254,3.5929837,-2.7538874
39.831181,74.593292,1.7657275,16.890568,4.2999997,-5.0097818
34.682858,67.288445,3.1167209,15.466524,3.689337,-2.5574107
33.498398,39.697178,1.2887709,5.1137471,1.8763924,-3.6860127
41.558041,39.600677,3.6909223,5.6590862,2.5367963,-4.6048832
49.132217,62.332394,3.0014064,9.3237228,3.3387017,-1.5202155
51.05505,47.35228,3.3746111,9.4279003,1.9826618,-4.9466629
39.524128,57.183105,1.4402102,10.355331,2.6540678,-6.5430636
57.402424,60.409187,3.3729742,7.8109684,3.4196765,-2.3173532
29.147329,54.277645,1.0739781,6.713202,3.3704751,-.88728428
28.640699,70.943825,1.2621119,12.330791,3.9222381,-2.5547519
33.100502,51.454082,2.9023743,6.1611304,2.2979918,-7.8191133
19.227217,65.031433,.35565227,13.186792,3.9258137,-3.0195875
34.796436,57.114445,1.3715053,7.2719345,2.3008032,-5.5644283
16.49749,46.630264,.33980489,6.1863394,3.4887252,1.3492285
11.581213,48.313946,.06382364,6.8823948,3.3010995,-2.7922087
51.039341,56.544697,2.2579308,9.5372677,2.2835031,-5.1064038
33.26799,60.683876,1.7422289,14.272999,1.3366597,-4.6439075
10.156799,69.568275,5.6081142,13.746573,3.813345,-7.2285118
31.567753,68.387886,1.2023613,11.961081,4.204258,-6.1507483
33.236866,48.106606,3.0820649,10.232932,2.6748359,-4.6367154
40.794136,71.024673,2.8239431,12.409496,2.0443554,-6.4070077
38.988659,55.632271,2.2344842,10.06353,1.8945293,-4.4561148
37.056252,54.53149,1.5538113,11.445976,1.6008569,-4.1160698
21.301817,59.310738,1.4568219,15.096323,3.0022044,-6.8933034
38.470638,48.780491,2.1774304,5.1312895,2.4072201,-5.5356417
28.131529,47.911495,5.4856653,6.6295147,2.4336636,-4.9882483
37.101307,37.530624,2.3878844,7.6220655,.414253,-5.5713911
28.112434,63.79808,1.1098725,12.785551,4.2103505,-1.9438897
26.563772,53.552387,3.2365119,10.015275,3.4253693,1.327415
34.101116,57.767441,1.1700189,8.1805763,2.694571,-4.9903698
35.805962,55.922974,1.2404959,9.0232582,2.1784992,-4.064611
37.950687,50.316269,2.8763118,6.5645041,3.3740053,-7.0756054
8.9940109,46.898262,.36245364,9.9892921,3.2639902,.41530621
12.096333,51.083916,-.23606378,6.6760073,3.1653795,-7.1346331
39.173798,55.504059,3.6821895,8.9983578,4.0027242,-5.9489331
39.455605,55.432156,1.5455214,7.4238071,3.6983347,-5.5903816
34.415775,40.540428,2.4076548,5.0149055,1.6239636,-5.6649375
52.472317,50.204231,2.4866362,9.35534,2.7531767,-3.3648794
55.560539,38.486553,4.788734,5.1866946,1.9197284,-7.0474205
24.219294,47.397511,2.6288004,6.4639578,4.8185835,-2.0315275
34.309753,59.793793,1.8713331,8.0017548,4.1977901,-3.7999957
40.23,48.435429,2.2435353,4.0328574,2.5724413,-2.435081
10.94419,29.058577,.16927093,1.674067,4.4449115,-4.1529913
47.0289,61.689133,2.2927055,12.688232,3.2521102,-5.7610826
31.993563,46.712368,1.4305226,7.9993153,2.4450068,-3.5020592
13.075003,53.253704,.33862972,18.779743,1.5465993,-12.509987
49.943157,50.327259,3.2721596,5.668756,4.3422108,-3.8005888
49.761642,58.536388,2.0445733,14.778255,1.5637386,-9.1825504
29.770025,57.836197,.52504325,6.4515872,3.2574863,-1.9432818
47.460907,43.213402,4.9302778,7.3115206,1.0785714,-11.176909
56.429771,34.030582,5.034286,5.8005185,1.6319228,-5.2642927
23.4904,51.351101,.80224741,4.1877022,4.5184588,1.1913455
35.066917,42.798519,1.4958848,5.3655996,1.7778724,-2.0011888
33.988895,54.965794,1.4069318,8.3685551,2.1907616,-2.9298794
34.134907,46.715752,2.4101298,7.9740515,2.9140856,-4.0284495
22.253601,64.90551,.26190442,12.373369,3.3648922,-3.5246212
32.573891,51.624126,1.4979417,6.1823387,3.691694,-4.0696726
27.365877,36.074532,3.3146987,6.5519772,1.1131873,-5.3581009
